customerID,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn,tenure_disc_corr,TotalCharges_disc_corr
3071-VBYPO,1,0,1,1,1,0,2,1,1,0,0,1,0,0,0,3,0,0,0
9560-BBZXK,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,0,0,2,1
5299-RULOA,0,0,1,1,1,1,2,1,0,0,0,1,1,0,1,3,1,1,1
8402-OOOHJ,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,0,2,1
9445-ZUEQE,1,0,1,1,1,1,2,0,1,0,1,0,0,0,1,1,0,1,2
1091-SOZGA,0,0,1,1,1,1,2,0,0,1,0,1,1,1,1,1,0,3,3
2928-HLDBA,0,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
0404-SWRVG,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,3,1,0,0
6497-TILVL,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0
7219-TLZHO,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
4622-YNKIJ,1,0,0,0,1,0,2,1,0,0,1,1,0,2,1,3,0,2,2
4412-YLTKF,0,1,0,0,1,1,2,0,0,1,0,0,0,0,1,3,1,1,2
6734-PSBAW,1,0,1,0,1,1,0,2,2,2,2,2,2,2,1,0,0,3,2
3930-ZGWVE,1,0,0,0,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
2639-UGMAZ,1,1,0,0,0,2,1,1,1,0,0,1,1,1,1,3,0,3,3
2876-GZYZC,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,3,0,1,1
6207-WIOLX,0,0,1,1,0,2,1,1,1,1,0,1,1,0,1,1,1,1,2
8587-XYZSF,1,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,3,2
3091-FYHKI,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,3,1,0,0
2372-HWUHI,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,1,0,0
7799-LGRDP,0,0,0,0,1,1,0,2,2,2,2,2,2,2,1,1,0,2,1
7850-VWJUU,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,1,2
3774-VBNXY,0,0,1,1,1,0,0,2,2,2,2,2,2,2,0,2,0,3,1
6217-KDYWC,1,0,0,1,1,0,0,2,2,2,2,2,2,2,1,2,0,3,1
0390-DCFDQ,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,2,1,0,0
3146-MSEGF,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,3,3
4080-OGPJL,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,3,1,0,1
1095-WGNGG,0,0,1,0,1,1,2,0,1,0,0,1,1,2,1,0,0,3,3
2636-SJDOU,1,0,0,0,1,1,2,1,1,0,0,0,0,1,1,1,0,3,3
1131-QQZEB,1,1,1,0,1,1,0,2,2,2,2,2,2,2,0,0,0,3,2
5716-EZXZN,0,0,1,1,1,1,2,1,1,0,1,1,0,2,1,1,0,3,3
6837-BJYDQ,1,0,0,0,1,0,0,2,2,2,2,2,2,1,0,2,0,0,0
2135-RXIHG,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0
6440-DKQGE,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,2,2
3466-BYAVD,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,2,0,1,1
3780-YVMFA,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,3,0,0,1
3874-EQOEP,1,0,0,0,1,1,2,0,0,0,0,1,1,0,0,2,1,0,1
1679-JRFBR,0,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,3,3
9073-ZZIAY,1,0,1,1,1,0,1,1,1,1,1,1,1,2,0,3,0,3,3
3077-RSNTJ,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
6551-GNYDG,0,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,1
9167-APMXZ,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,1,2
2749-CTKAJ,1,0,1,1,1,0,0,2,2,2,2,2,2,1,0,2,0,1,1
6371-NZYEG,1,0,1,1,1,0,1,1,0,1,0,1,0,2,0,2,0,1,1
7554-NEWDD,1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,0,1,0
8992-VONJD,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,3,0,1,1
0867-MKZVY,0,0,1,0,1,1,2,1,0,0,0,0,0,0,0,3,1,1,2
4482-EWFMI,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,0,0,0
4648-YPBTM,1,0,0,0,1,1,1,0,1,1,1,0,1,2,1,0,0,2,3
2907-ILJBN,0,0,1,1,1,0,0,2,2,2,2,2,2,1,0,2,0,1,0
6345-FZOQH,1,0,1,0,1,0,0,2,2,2,2,2,2,2,0,2,0,3,1
3376-BMGFE,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0
5997-OPVFA,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,3,3
3445-HXXGF,1,1,1,0,0,2,1,0,1,1,0,0,1,0,1,3,1,3,2
1159-WFSGR,0,0,1,1,1,0,0,2,2,2,2,2,2,0,0,3,0,1,0
7654-YWJUF,1,0,1,0,1,0,2,1,0,1,1,0,0,1,1,0,0,2,2
1875-QIVME,0,0,1,0,1,1,2,0,0,1,1,1,1,0,1,3,1,0,0
6727-IOTLZ,1,0,1,0,1,0,1,0,1,1,1,1,1,2,0,2,0,1,1
0691-JVSYA,0,0,1,0,1,0,2,0,0,1,0,1,1,1,1,0,1,2,3
5918-VUKWP,0,0,0,0,1,0,0,2,2,2,2,2,2,1,0,0,0,2,1
1744-JHKYS,0,0,1,0,1,1,0,2,2,2,2,2,2,0,0,3,0,2,1
2656-FMOKZ,0,1,0,0,1,1,2,0,0,0,0,0,0,0,1,2,1,1,1
2070-FNEXE,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1
5947-SGKCL,0,0,1,1,1,1,2,0,1,1,0,1,1,0,1,0,0,1,2
3712-PKXZA,1,0,1,0,1,0,0,2,2,2,2,2,2,1,1,1,0,3,1
6317-YPKDH,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0
6582-OIVSP,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
9367-WXLCH,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1
5524-KHNJP,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,2,2
1918-ZBFQJ,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,3,1,1,1
1024-GUALD,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,3,1,0,0
4827-USJHP,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,1
8167-GJLRN,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0
0956-SYCWG,0,0,0,0,1,0,0,2,2,2,2,2,2,1,0,3,0,1,0
8017-UVSZU,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,2,2
7100-FQPRV,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,2,2
2472-OVKUP,1,0,1,0,1,0,2,0,1,1,0,0,1,0,1,3,1,0,1
2984-RGEYA,0,0,1,1,1,0,0,2,2,2,2,2,2,2,0,0,0,3,1
9680-NIAUV,0,0,1,1,1,1,2,1,1,1,0,1,1,2,0,1,0,3,3
2146-EGVDT,1,0,1,1,1,0,0,2,2,2,2,2,2,2,0,1,0,3,1
2604-IJPDU,0,0,1,0,1,0,2,1,1,0,1,1,0,0,1,3,0,1,2
9178-JHUVJ,1,0,1,1,1,1,0,2,2,2,2,2,2,2,1,0,0,1,1
6168-YBYNP,1,0,0,0,1,1,2,0,1,1,1,1,1,0,1,3,0,3,3
7255-SSFBC,1,0,1,1,1,1,2,0,1,1,1,1,1,2,1,0,0,3,3
3645-DEYGF,1,0,0,1,1,0,0,2,2,2,2,2,2,0,0,2,0,0,0
9323-HGFWY,0,0,1,0,1,0,2,1,0,0,1,1,1,1,1,1,0,1,2
8544-GOQSH,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,1,0,1,1
3363-DTIVD,1,0,1,1,1,1,2,1,0,1,0,1,1,2,0,3,0,3,3
7018-WBJNK,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,1,0,1,1
9142-KZXOP,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,2
7674-YTAFD,0,0,0,0,1,0,2,0,1,0,1,0,0,1,1,0,0,2,2
6348-SNFUS,1,0,1,1,0,2,1,1,1,1,1,0,1,2,1,1,0,3,3
1285-OKIPP,1,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,1,0,0
7825-ECJRF,0,0,0,0,1,0,2,1,0,1,1,1,1,0,1,3,1,1,2
1347-KTTTA,1,0,1,0,1,0,2,0,1,1,1,1,1,1,1,1,0,3,3
7841-TZDMQ,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
4195-NZGTA,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0
7157-SMCFK,1,0,0,1,1,0,0,2,2,2,2,2,2,2,0,2,0,3,1
4709-LKHYG,0,0,1,1,1,0,0,2,2,2,2,2,2,1,0,3,0,1,1
2504-DSHIH,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,3,0,1,2
0699-NDKJM,0,0,1,0,0,2,1,1,1,1,0,1,1,0,1,0,0,3,2
9286-BHDQG,1,0,1,1,0,2,1,1,1,1,1,0,0,2,0,1,0,3,2
0230-WEQUW,1,0,1,0,0,2,1,1,1,1,1,1,0,2,1,0,0,3,3
2040-LDIWQ,1,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,0,3,3
6496-JDSSB,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1
9408-SSNVZ,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,3,1,0,0
4443-EMBNA,0,0,1,0,1,1,0,2,2,2,2,2,2,2,0,0,0,3,2
6469-MRVET,1,0,1,1,1,0,0,2,2,2,2,2,2,1,1,3,0,0,0
0742-MOABM,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0
5961-VUSRV,0,0,0,0,1,0,0,2,2,2,2,2,2,1,1,0,0,1,0
6778-JFCMK,1,0,0,0,0,2,1,1,0,0,0,1,1,1,1,2,0,1,1
6341-JVQGF,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,2,0,2,2
2232-DMLXU,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0
4811-JBUVU,1,0,0,0,1,1,2,0,0,0,1,0,1,0,1,1,0,2,2
0945-TSONX,0,0,1,1,1,1,1,1,1,0,1,1,1,2,1,1,0,2,3
2651-ZCBXV,1,0,0,0,1,1,2,1,1,0,1,1,1,2,1,1,0,2,3
3316-UWXUY,1,0,0,0,1,0,2,1,1,0,1,0,1,0,1,1,0,2,3
8937-RDTHP,1,0,0,0,1,0,2,1,0,0,0,0,1,0,1,2,1,0,0
7083-MIOPC,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0,1,0,3,2
1984-GPTEH,0,0,0,0,1,1,0,2,2,2,2,2,2,0,0,3,0,1,1
1251-KRREG,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,0
0621-JFHOL,0,0,0,0,0,2,1,0,0,0,1,0,0,2,1,2,0,1,0
9903-LYSAB,1,0,1,0,1,1,2,0,0,0,0,0,0,0,1,3,0,1,1
0094-OIFMO,0,1,0,0,1,0,2,0,1,0,0,1,1,0,1,3,1,1,1
9227-UAQFT,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,0,1,0
7301-ABVAD,0,0,0,0,1,1,1,0,1,1,1,1,1,2,0,0,0,3,3
6614-FHDBO,1,0,0,0,1,1,2,0,1,1,1,1,1,2,0,0,0,3,3
7576-ASEJU,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,2,2
9058-HRZSV,0,1,1,0,1,0,2,1,1,1,0,0,1,0,0,3,0,3,3
4522-AKYLR,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,3,0,1,1
0221-WMXNQ,1,1,0,0,1,0,2,1,0,0,0,0,0,0,0,3,0,0,0
0303-UNCIP,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,2,0,2,2
9947-OTFQU,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,3,1,1,1
0322-YINQP,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,1,0,0
0959-WHOKV,1,0,0,0,1,1,2,1,1,1,0,0,1,1,1,3,0,2,3
4075-JFPGR,0,0,1,0,1,0,2,1,1,1,0,1,0,1,1,3,0,2,3
4629-NRXKX,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0
9514-JDSKI,1,1,1,0,0,2,1,0,1,0,0,1,0,0,0,3,1,0,0
3282-ZISZV,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,2,2
3675-YDUPJ,1,0,0,0,1,0,0,2,2,2,2,2,2,0,1,2,0,1,0
4111-BNXIF,0,0,1,1,0,2,1,0,1,1,1,1,1,2,1,3,0,3,3
7017-VFHAY,0,0,1,1,1,1,2,1,1,1,1,1,1,2,0,1,0,3,3
6655-LHBYW,1,0,0,0,1,1,2,1,1,1,1,1,1,1,0,1,0,2,3
4959-JOSRX,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0
5046-NUHWD,0,1,1,0,0,2,1,1,0,1,0,0,1,0,1,3,0,1,1
7273-TEFQD,1,1,0,0,0,2,1,0,0,1,0,0,1,0,1,3,1,0,0
3606-TWKGI,1,1,0,0,1,1,2,0,1,1,0,1,1,0,1,3,1,1,1
7529-ZDFXI,1,1,1,0,1,1,2,0,1,0,0,0,1,0,1,3,0,3,3
7605-BDWDC,0,0,0,0,0,2,1,1,1,0,1,0,1,2,1,0,0,2,2
1950-KSVVJ,0,0,1,0,1,1,2,1,1,1,1,1,1,1,0,2,0,2,3
0123-CRBRT,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,3,3
6292-TOSSS,1,0,0,0,1,1,0,2,2,2,2,2,2,2,0,0,0,2,1
3197-ARFOY,0,1,0,0,1,0,2,1,1,0,1,1,1,0,1,2,0,1,2
6323-AYBRX,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0,2,1,3,1
7014-ZZXAW,0,0,1,0,1,1,0,2,2,2,2,2,2,2,1,1,0,3,2
4385-GZQXV,0,1,0,0,1,0,2,0,0,0,1,1,1,0,1,3,1,1,2
7633-MVPUY,1,0,1,0,1,0,1,1,1,0,1,0,0,2,1,3,0,3,2
6366-ZGQGL,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0
4716-HHKQH,1,1,1,0,1,1,2,0,1,0,1,1,1,0,0,3,0,1,2
5940-AHUHD,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0
6432-TWQLB,1,0,1,0,1,1,2,0,1,0,1,0,0,0,1,3,1,0,0
4484-GLZOU,0,0,1,0,1,1,2,0,1,1,0,1,1,0,1,3,1,2,3
3179-GBRWV,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
8645-KWHJO,1,0,0,0,0,2,1,0,0,1,1,1,1,0,1,3,0,1,1
4130-MZLCC,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0314-TKOSI,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,0,0,0
8229-MYEJZ,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,1
2080-SRCDE,0,0,0,1,1,1,0,2,2,2,2,2,2,0,0,2,0,0,0
9577-WJVCQ,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,3,2
9512-UIBFX,1,0,1,1,1,0,2,0,0,1,0,1,1,0,0,2,1,1,2
6202-DYYFX,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,1,2
3808-HFKDE,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,1,1
5583-SXDAG,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,0,0
3488-PGMQJ,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,3,1,0,1
3580-REOAC,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1
7534-BFESC,1,1,0,0,1,1,2,0,0,0,0,0,0,0,1,3,1,1,2
